symbol,buy_date,sell_date,hold_days,entry_price,exit_price,qty,pnl_usd,pct_gain,exit_type
DELL,2026-05-06,2026-05-07,1,238.79,230.13,47,-407.02,-3.63,stop_loss
DELL,2026-05-11,2026-05-12,1,246.96,239.01,47,-373.42,-3.22,stop_loss
DELL,2026-05-26,2026-05-29,3,304.96,421.61,37,4316.05,38.25,take_profit
DELL,2026-05-29,2026-05-29,0,421.61,421.61,28,0.0,0.0,close_eob
MRVL,2025-05-13,2025-05-16,3,65.46,63.76,157,-266.9,-2.6,stop_loss
MRVL,2025-05-29,2025-05-30,1,63.73,60.12,100,-361.0,-5.66,stop_loss
MRVL,2025-06-17,2025-06-18,1,70.03,74.94,117,573.89,7.0,take_profit
MRVL,2025-07-02,2025-07-07,5,74.26,71.54,139,-378.08,-3.66,stop_loss
MRVL,2025-07-30,2025-08-01,2,81.78,74.46,61,-446.52,-8.95,stop_loss
MRVL,2025-09-24,2025-10-02,8,80.06,86.2,67,411.71,7.68,take_profit
MRVL,2025-10-10,2025-10-22,12,85.37,81.1,123,-525.21,-5.0,stop_loss
MRVL,2025-10-31,2025-11-03,3,93.71,90.36,66,-221.1,-3.57,stop_loss
MRVL,2025-11-07,2025-11-13,6,90.94,87.54,49,-166.35,-3.73,stop_loss
MRVL,2025-12-03,2025-12-04,1,100.22,98.2,99,-199.98,-2.02,stop_loss
MRVL,2026-03-06,2026-03-12,5,89.52,87.69,116,-212.28,-2.04,stop_loss
MRVL,2026-03-31,2026-04-01,1,99.01,106.71,105,808.5,7.78,take_profit
MRVL,2026-04-08,2026-04-10,2,114.45,128.44,92,1287.08,12.22,take_profit
MRVL,2026-04-10,2026-04-17,7,128.44,139.71,83,935.41,8.77,take_profit
MRVL,2026-05-27,2026-05-29,2,198.69,205.11,57,365.94,3.23,close_eob
MU,2025-05-12,2025-05-16,4,92.31,98.06,110,632.5,6.23,take_profit
MU,2025-06-26,2025-06-30,4,126.02,123.18,82,-232.88,-2.25,stop_loss
MU,2025-07-02,2025-07-14,12,121.71,118.61,84,-260.4,-2.55,stop_loss
MU,2025-09-05,2025-09-10,5,131.37,139.99,77,663.74,6.56,take_profit
MU,2025-09-11,2025-09-17,6,150.57,159.93,68,636.48,6.22,take_profit
MU,2025-09-24,2025-09-25,1,161.68,156.8,64,-312.32,-3.02,stop_loss
MU,2025-11-05,2025-11-10,5,237.41,253.22,44,695.64,6.66,take_profit
MU,2025-11-14,2025-11-17,3,246.86,241.88,42,-209.16,-2.02,stop_loss
MU,2025-11-17,2025-11-18,1,241.88,228.46,43,-577.27,-5.55,stop_loss
MU,2025-11-18,2025-11-20,2,228.46,201.38,39,-1056.12,-11.85,stop_loss
MU,2025-12-18,2025-12-19,1,248.52,265.86,27,468.18,6.98,take_profit
MU,2026-01-06,2026-01-08,2,343.51,327.06,30,-493.5,-4.79,stop_loss
MU,2026-01-20,2026-01-21,1,365.57,388.99,28,655.48,6.4,take_profit
MU,2026-02-04,2026-02-11,7,379.53,410.06,19,580.07,8.04,take_profit
MU,2026-03-16,2026-03-20,4,441.87,422.87,11,-209.0,-4.3,stop_loss
MU,2026-05-05,2026-05-08,3,640.34,747.1,17,1814.92,16.67,take_profit
MU,2026-05-08,2026-05-11,3,747.1,795.33,15,723.45,6.46,take_profit
MU,2026-05-12,2026-05-15,3,765.8,724.09,15,-625.65,-5.45,stop_loss
NOW,2026-05-29,2026-05-29,0,124.48,124.48,96,0.0,0.0,close_eob
NVDA,2025-05-28,2025-06-10,13,134.83,143.95,76,693.12,6.76,take_profit
NVDA,2025-07-01,2025-07-09,8,153.34,162.83,52,493.48,6.19,take_profit
NVDA,2025-07-15,2025-07-22,7,170.66,167.01,60,-218.7,-2.14,stop_loss
NVDA,2025-07-31,2025-08-01,1,178.06,173.75,50,-215.25,-2.42,stop_loss
NVDA,2025-10-15,2025-10-20,5,179.87,182.55,22,58.96,1.49,sell
NVDA,2025-10-28,2025-11-05,8,201.05,195.18,27,-158.62,-2.92,stop_loss
NVDA,2026-04-24,2026-04-30,6,208.18,199.54,52,-449.28,-4.15,stop_loss
NVDA,2026-04-30,2026-05-07,7,199.54,211.56,49,588.98,6.02,take_profit
PLTR,2025-05-06,2025-05-08,2,108.86,119.16,91,937.75,9.47,take_profit
PLTR,2025-05-30,2025-06-05,6,131.85,119.95,69,-821.1,-9.03,stop_loss
PLTR,2025-06-05,2025-06-06,1,119.95,127.68,48,371.04,6.44,take_profit
PLTR,2025-06-27,2025-07-01,4,130.81,130.67,36,-5.22,-0.11,sell
PLTR,2025-07-14,2025-07-25,11,149.16,158.84,47,454.96,6.49,take_profit
PLTR,2025-08-05,2025-08-08,3,173.19,185.8,58,731.09,7.28,take_profit
PLTR,2025-08-19,2025-08-22,3,157.78,158.75,25,24.25,0.61,sell
PLTR,2025-10-03,2025-10-08,5,173.06,183.52,51,533.46,6.04,take_profit
PLTR,2025-11-03,2025-11-04,1,207.39,190.53,51,-859.86,-8.13,stop_loss
PLTR,2025-11-10,2025-11-12,2,193.63,184.19,34,-320.96,-4.88,stop_loss
PLTR,2026-03-23,2026-03-24,1,160.82,154.79,64,-385.92,-3.75,stop_loss
PLTR,2026-05-29,2026-05-29,0,156.58,156.58,64,0.0,0.0,close_eob
QCOM,2025-06-11,2025-06-13,2,159.5,154.73,23,-109.71,-2.99,stop_loss
QCOM,2025-07-01,2025-07-11,10,159.41,157.42,37,-73.63,-1.25,sell
QCOM,2025-09-02,2025-09-22,20,158.76,169.66,32,348.8,6.87,take_profit
QCOM,2025-10-27,2025-10-28,1,187.65,181.03,51,-337.62,-3.53,stop_loss
QCOM,2025-11-05,2025-11-06,1,179.17,173.21,26,-154.96,-3.33,stop_loss
QCOM,2026-04-24,2026-04-30,6,148.93,179.64,68,2088.62,20.62,take_profit
QCOM,2026-04-30,2026-05-04,4,179.64,168.34,61,-689.3,-6.29,stop_loss
QCOM,2026-05-04,2026-05-05,1,168.34,186.49,65,1179.75,10.78,take_profit
QCOM,2026-05-06,2026-05-08,2,192.66,219.19,59,1565.56,13.77,take_profit
QCOM,2026-05-08,2026-05-11,3,219.19,237.56,52,954.98,8.38,take_profit
QCOM,2026-05-12,2026-05-14,2,210.36,199.99,55,-570.35,-4.93,stop_loss
